package name,author,assignee,created at,closed at,link,version,is stable
azure-mgmt-kusto,matanova8,Wzb123456789,2023-01-29,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3707,3.1.0,True
azure-mgmt-search,mattmsft,Wzb123456789,2023-02-09,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3755,9.0.0,True
azure-mgmt-synapse,yanjungao718,Wzb123456789,2023-01-18,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3673,2.1.0b7,
azure-mgmt-cognitiveservices,yangyuan,Wzb123456789,2023-01-22,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3679,13.4.0,True
azure-mgmt-workloads,gargankit-microsoft,Wzb123456789,2023-01-23,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3683,1.0.0b3,
azure-mgmt-recoveryservices,cvarsh,Wzb123456789,2023-02-01,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3718,2.3.0,True
azure-mgmt-servicebus,schaudhari6254888,Wzb123456789,2023-02-01,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3734,8.2.0,True
azure-mgmt-storagecache,rebecca337,Wzb123456789,2023-02-09,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3751,1.4.0,True
azure-mgmt-cosmosdb,kshittiz7,Wzb123456789,2023-02-09,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3756,9.0.0,True
azure-mgmt-iothub,Wzb123456789,Wzb123456789,2023-02-15,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3801,2.4.0b1,
azure-mgmt-authorization,Wzb123456789,Wzb123456789,2023-02-15,2023-02-16,https://github.com/Azure/sdk-release-request/issues/3803,3.1.0b1,
azure-mgmt-appconfiguration,Wzb123456789,Wzb123456789,2023-02-15,2023-02-15,https://github.com/Azure/sdk-release-request/issues/3800,3.0.0b1,
azure-mgmt-keyvault,Wzb123456789,Wzb123456789,2023-02-14,2023-02-15,https://github.com/Azure/sdk-release-request/issues/3786,10.2.0b1,
azure-mgmt-applicationinsights,Wzb123456789,Wzb123456789,2023-02-14,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3782,4.0.0b1,
azure-mgmt-eventhub,Wzb123456789,Wzb123456789,2023-02-14,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3783,11.0.0b1,
azure-mgmt-extendedlocation,Wzb123456789,Wzb123456789,2023-02-14,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3785,1.2.0b1,
azure-mgmt-appplatform,Wzb123456789,Wzb123456789,2023-02-13,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3776,8.0.0b1,
azure-mgmt-databoxedge,Wzb123456789,Wzb123456789,2023-02-10,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3763,2.0.0b1,
azure-mgmt-edgeorder,Wzb123456789,Wzb123456789,2023-02-13,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3768,2.0.0b1,
azure-mgmt-kubernetesconfiguration,Wzb123456789,Wzb123456789,2023-02-13,2023-02-14,https://github.com/Azure/sdk-release-request/issues/3775,3.0.0b1,
azure-mgmt-databox,Wzb123456789,Wzb123456789,2023-02-10,2023-02-13,https://github.com/Azure/sdk-release-request/issues/3761,2.0.0b1,
azure-mgmt-dns,Wzb123456789,Wzb123456789,2023-02-10,2023-02-13,https://github.com/Azure/sdk-release-request/issues/3762,8.1.0b1,
azure-mgmt-commerce,msyyc,Wzb123456789,2023-02-10,2023-02-10,https://github.com/Azure/sdk-release-request/issues/3760,6.1.0b1,
azure-mgmt-msi,isolenov,Wzb123456789,2023-02-01,2023-02-02,https://github.com/Azure/sdk-release-request/issues/3737,7.0.0,True
azure-mgmt-loadtesting,venkatr21,Wzb123456789,2023-01-16,2023-02-01,https://github.com/Azure/sdk-release-request/issues/3655,1.0.0,True
azure-mgmt-sql,milanbrkic-ms,Wzb123456789,2023-01-19,2023-01-30,https://github.com/Azure/sdk-release-request/issues/3678,4.0.0b7,
azure-mgmt-recoveryservicesbackup,cvarsh,Wzb123456789,2023-01-11,2023-01-30,https://github.com/Azure/sdk-release-request/issues/3634,5.1.0,True
azure-mgmt-compute,grizzlytheodore,Wzb123456789,2023-01-10,2023-01-18,https://github.com/Azure/sdk-release-request/issues/3624,29.1.0,True
azure-mgmt-servicenetworking,malpaniHMC,Wzb123456789,2022-12-06,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3538,1.0.0b1,
azure-mgmt-sqlvirtualmachine,qianliu-pdx,Wzb123456789,2022-12-17,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3572,1.0.0b5,
azure-mgmt-mobilenetwork,andrew-lee-metaswitch,Wzb123456789,2023-01-05,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3617,2.0.0,True
azure-mgmt-dataprotection,anjorsh,Wzb123456789,2023-01-10,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3632,1.0.0b4,
azure-mgmt-media,giakas,Wzb123456789,2023-01-12,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3649,10.2.0,True
azure-mgmt-botservice,thatChang,Wzb123456789,2023-01-12,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3651,2.0.0,True
azure-mgmt-redhatopenshift,cadenmarchese,Wzb123456789,2022-12-09,2023-01-17,https://github.com/Azure/sdk-release-request/issues/3556,1.2.0,True
