foler/package name,pypi link,latest track1 version,latest track1 release date,track1 GA version,latest track2 version,latest track2 release date,track2 GA version,cli dependency,readme config,bot advice,readme link,multi api,whl size(MB),test coverage,passed,failed,skipped
iothub/azure-mgmt-iotcentral,https://pypi.org/pypi/azure-mgmt-iotcentral,4.1.0,2021/02/20,1.0.0,10.0.0b2,2022/11/24,9.0.0,track2_10.0.0b1,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/iotcentral/resource-manager,,0.053,-, -, -, -
commerce/azure-mgmt-commerce,https://pypi.org/pypi/azure-mgmt-commerce,1.0.1,2018/02/22,1.0.0,6.1.0b1,2023/02/10,6.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/commerce/resource-manager,,0.049,-, -, -, -
signalr/azure-mgmt-signalr,https://pypi.org/pypi/azure-mgmt-signalr,0.4.0,2020/06/2,NA,2.0.0b2,2023/10/23,1.0.0,track2_2.0.0b2,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/signalr/resource-manager,,0.119,-, -, -, -
hybridnetwork/azure-mgmt-hybridnetwork,https://pypi.org/pypi/azure-mgmt-hybridnetwork,NA,NA,NA,2.0.0,2023/11/21,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/hybridnetwork/resource-manager,,0.188,-, -, -, -
recoveryservicesdatareplication/azure-mgmt-recoveryservicesdatareplication,https://pypi.org/pypi/azure-mgmt-recoveryservicesdatareplication,NA,NA,NA,1.0.0b1,2023/10/24,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/recoveryservicesdatareplication/resource-manager,,0.180,-, -, -, -
trafficmanager/azure-mgmt-trafficmanager,https://pypi.org/pypi/azure-mgmt-trafficmanager,0.51.0,2019/01/8,NA,1.1.0,2023/06/21,1.0.0,track2_1.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/trafficmanager/resource-manager,,0.070,-, -, -, -
compute/azure-mgmt-avs,https://pypi.org/pypi/azure-mgmt-avs,2.0.0,2021/07/15,1.0.0,9.0.0,2024/09/24,7.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/vmware/resource-manager,,0.190,-, -, -, -
billingbenefits/azure-mgmt-billingbenefits,https://pypi.org/pypi/azure-mgmt-billingbenefits,NA,NA,NA,1.0.0b1,2022/12/16,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/billingbenefits/resource-manager,,0.081,-, -, -, -
resourcemover/azure-mgmt-resourcemover,https://pypi.org/pypi/azure-mgmt-resourcemover,NA,NA,NA,1.1.0,2023/10/23,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/resourcemover/resource-manager,,0.079,-, -, -, -
storage/azure-mgmt-storagecache,https://pypi.org/pypi/azure-mgmt-storagecache,0.5.0,2021/03/9,NA,2.0.0,2024/05/23,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/storagecache/resource-manager,,0.134,-, -, -, -
search/azure-mgmt-search,https://pypi.org/pypi/azure-mgmt-search,3.0.0,2020/09/30,1.0.0,9.2.0b2,2024/07/22,8.0.0,track2_9.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/search/resource-manager,,0.115,-, -, -, -
storagemover/azure-mgmt-storagemover,https://pypi.org/pypi/azure-mgmt-storagemover,NA,NA,NA,2.1.0,2024/06/18,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/storagemover/resource-manager,,0.092,-, -, -, -
marketplaceordering/azure-mgmt-marketplaceordering,https://pypi.org/pypi/azure-mgmt-marketplaceordering,0.2.1,2019/03/22,NA,1.2.0b1,2022/10/31,1.0.0,track2_1.1.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/marketplaceordering/resource-manager,,0.048,-, -, -, -
resources/azure-mgmt-msi,https://pypi.org/pypi/azure-mgmt-msi,1.0.0,2019/05/16,1.0.0,7.1.0b1,2023/02/16,6.0.0,track2_7.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/msi/resource-manager,True,0.175,-, -, -, -
edgezones/azure-mgmt-edgezones,https://pypi.org/pypi/azure-mgmt-edgezones,NA,NA,NA,1.0.0b1.post2,2024/07/13,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/edgezones/resource-manager,,0.050,-, -, -, -
dynatrace/azure-mgmt-dynatrace,https://pypi.org/pypi/azure-mgmt-dynatrace,NA,NA,NA,2.0.0,2023/08/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/dynatrace/resource-manager,,0.078,-, -, -, -
network/azure-mgmt-network,https://pypi.org/pypi/azure-mgmt-network,13.0.0,2020/11/4,1.0.0,27.0.0,2024/09/25,16.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/network/resource-manager,True,0.612,-, -, -, -
webpubsub/azure-mgmt-webpubsub,https://pypi.org/pypi/azure-mgmt-webpubsub,NA,NA,NA,2.0.0,2024/09/24,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/webpubsub/resource-manager,,0.129,-, -, -, -
kusto/azure-mgmt-kusto,https://pypi.org/pypi/azure-mgmt-kusto,0.11.0,2021/04/30,NA,3.3.0,2023/10/23,1.0.0,track1_0.3.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/azure-kusto/resource-manager,,0.189,-, -, -, -
redis/azure-mgmt-redis,https://pypi.org/pypi/azure-mgmt-redis,7.0.0,2021/07/21,1.0.0,14.4.0,2024/07/23,12.0.0,track2_14.4.0,track2,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/redis/resource-manager,,0.122,-, -, -, -
scheduler/azure-mgmt-scheduler,https://pypi.org/pypi/azure-mgmt-scheduler,2.0.0,2018/05/23,1.0.0,7.0.0b1,2020/11/18,NA,NA,track2,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/scheduler/resource-manager,,0.039,-, -, -, -
recoveryservices/azure-mgmt-recoveryservices,https://pypi.org/pypi/azure-mgmt-recoveryservices,0.6.0,2020/12/14,NA,3.0.0,2024/04/22,1.0.0,track2_3.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/recoveryservices/resource-manager,,0.104,-, -, -, -
fabric/azure-mgmt-fabric,https://pypi.org/pypi/azure-mgmt-fabric,NA,NA,NA,1.0.0b1,2024/09/24,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/fabric/resource-manager,,0.056,-, -, -, -
sphere/azure-mgmt-sphere,https://pypi.org/pypi/azure-mgmt-sphere,NA,NA,NA,1.0.0,2024/03/26,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/sphere/resource-manager,,0.107,-, -, -, -
workloadmonitor/azure-mgmt-workloadmonitor,https://pypi.org/pypi/azure-mgmt-workloadmonitor,NA,NA,NA,1.0.0b4,2022/11/29,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/workloadmonitor/resource-manager,,0.047,-, -, -, -
security/azure-mgmt-security,https://pypi.org/pypi/azure-mgmt-security,0.6.0,2020/11/17,NA,7.0.0,2024/05/20,1.0.0,track2_6.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/security/resource-manager,True,1.333,-, -, -, -
devhub/azure-mgmt-devhub,https://pypi.org/pypi/azure-mgmt-devhub,NA,NA,NA,1.0.0b1,2023/05/22,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/developerhub/resource-manager,,0.058,-, -, -, -
postgresqlflexibleservers/azure-mgmt-rdbms,https://pypi.org/pypi/azure-mgmt-rdbms,3.1.0rc1,2020/09/29,1.0.0,10.2.0b18,2024/10/11,8.0.0,track2_10.2.0b17,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/postgresql/resource-manager,,0.531,-, -, -, -
advisor/azure-mgmt-advisor,https://pypi.org/pypi/azure-mgmt-advisor,4.0.0,2020/03/25,1.0.0,10.0.0b1,2022/10/31,9.0.0,track2_9.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/advisor/resource-manager,,0.070,-, -, -, -
peering/azure-mgmt-peering,https://pypi.org/pypi/azure-mgmt-peering,0.2.0,2020/04/14,NA,2.0.0b1,2022/11/2,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/peering/resource-manager,,0.148,-, -, -, -
healthcareapis/azure-mgmt-healthcareapis,https://pypi.org/pypi/azure-mgmt-healthcareapis,0.2.0,2020/10/30,NA,2.1.0,2024/04/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/healthcareapis/resource-manager,,0.137,-, -, -, -
chaos/azure-mgmt-chaos,https://pypi.org/pypi/azure-mgmt-chaos,NA,NA,NA,1.1.0,2024/03/4,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/chaos/resource-manager,,0.088,-, -, -, -
computeschedule/azure-mgmt-computeschedule,https://pypi.org/pypi/azure-mgmt-computeschedule,NA,NA,NA,1.0.0b1,2024/09/26,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/computeschedule/resource-manager,,0.058,-, -, -, -
reservations/azure-mgmt-reservations,https://pypi.org/pypi/azure-mgmt-reservations,0.9.0,2021/01/21,NA,2.3.0,2023/03/20,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/reservations/resource-manager,,0.134,-, -, -, -
operationsmanagement/azure-mgmt-operationsmanagement,https://pypi.org/pypi/azure-mgmt-operationsmanagement,0.1.0,2020/01/28,NA,2.0.0b1,2022/10/28,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/operationsmanagement/resource-manager,,0.061,-, -, -, -
purview/azure-mgmt-purview,https://pypi.org/pypi/azure-mgmt-purview,NA,NA,NA,1.1.0b1,2022/11/8,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/purview/resource-manager,,0.075,-, -, -, -
elastic/azure-mgmt-elastic,https://pypi.org/pypi/azure-mgmt-elastic,NA,NA,NA,1.1.0b3,2023/05/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/elastic/resource-manager,,0.148,-, -, -, -
serialconsole/azure-mgmt-serialconsole,https://pypi.org/pypi/azure-mgmt-serialconsole,0.1.0,2019/04/30,NA,1.1.0b1,2022/11/2,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/serialconsole/resource-manager,,0.048,-, -, -, -
storage/azure-mgmt-storagesync,https://pypi.org/pypi/azure-mgmt-storagesync,0.2.0,2020/01/9,NA,2.0.0b1,2022/11/1,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/storagesync/resource-manager,,0.135,-, -, -, -
healthbot/azure-mgmt-healthbot,https://pypi.org/pypi/azure-mgmt-healthbot,NA,NA,NA,1.0.0b2,2022/10/31,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/healthbot/resource-manager,,0.051,-, -, -, -
appservice/azure-mgmt-web,https://pypi.org/pypi/azure-mgmt-web,0.49.0,2021/02/26,NA,7.3.1,2024/08/20,1.0.0,track2_7.2.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/web/resource-manager,True,6.022,-, -, -, -
alertsmanagement/azure-mgmt-alertsmanagement,https://pypi.org/pypi/azure-mgmt-alertsmanagement,0.2.0rc2,2019/08/1,NA,2.0.0b2,2022/12/27,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/alertsmanagement/resource-manager,,0.085,-, -, -, -
quota/azure-mgmt-quota,https://pypi.org/pypi/azure-mgmt-quota,NA,NA,NA,2.0.0b1,2024/04/24,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/quota/resource-manager,,0.135,-, -, -, -
confidentialledger/azure-mgmt-confidentialledger,https://pypi.org/pypi/azure-mgmt-confidentialledger,NA,NA,NA,2.0.0b4,2024/04/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/confidentialledger/resource-manager,,0.069,-, -, -, -
customproviders/azure-mgmt-customproviders,https://pypi.org/pypi/azure-mgmt-customproviders,0.1.0,2020/03/10,NA,1.1.0b1,2022/11/1,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/customproviders/resource-manager,,0.058,-, -, -, -
hybridcontainerservice/azure-mgmt-hybridcontainerservice,https://pypi.org/pypi/azure-mgmt-hybridcontainerservice,NA,NA,NA,1.0.0,2024/01/25,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/hybridaks/resource-manager,,0.109,-, -, -, -
databoxedge/azure-mgmt-databoxedge,https://pypi.org/pypi/azure-mgmt-databoxedge,0.2.0,2020/11/2,NA,2.0.0b1,2023/02/14,1.0.0,track2_1.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/databoxedge/resource-manager,True,1.701,-, -, -, -
iothub/azure-mgmt-iothubprovisioningservices,https://pypi.org/pypi/azure-mgmt-iothubprovisioningservices,0.3.0,2021/08/17,NA,1.2.0b2,2023/06/21,1.0.0,track2_1.1.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/deviceprovisioningservices/resource-manager,,0.075,-, -, -, -
edgeorder/azure-mgmt-edgeorder,https://pypi.org/pypi/azure-mgmt-edgeorder,NA,NA,NA,2.0.0b1,2023/02/14,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/edgeorder/resource-manager,True,0.210,-, -, -, -
datashare/azure-mgmt-datashare,https://pypi.org/pypi/azure-mgmt-datashare,0.2.0,2020/05/20,NA,1.1.0b1,2022/11/1,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/datashare/resource-manager,,0.148,-, -, -, -
cosmos/azure-mgmt-cosmosdb,https://pypi.org/pypi/azure-mgmt-cosmosdb,4.0.0,2021/03/1,1.0.0,10.0.0b4,2024/09/25,6.0.0,track2_9.6.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/cosmos-db/resource-manager,,0.453,-, -, -, -
servicelinker/azure-mgmt-servicelinker,https://pypi.org/pypi/azure-mgmt-servicelinker,NA,NA,NA,1.2.0b3,2024/10/11,1.0.0,track2_1.2.0b2,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/servicelinker/resource-manager,,0.087,-, -, -, -
resources/azure-mgmt-resourcegraph,https://pypi.org/pypi/azure-mgmt-resourcegraph,2.0.0,2019/06/19,1.0.0,8.1.0b3,2022/12/27,7.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/resourcegraph/resource-manager,,0.052,-, -, -, -
appcomplianceautomation/azure-mgmt-appcomplianceautomation,https://pypi.org/pypi/azure-mgmt-appcomplianceautomation,NA,NA,NA,1.0.0,2024/06/27,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/appcomplianceautomation/resource-manager,,0.103,-, -, -, -
connectedvmware/azure-mgmt-connectedvmware,https://pypi.org/pypi/azure-mgmt-connectedvmware,NA,NA,NA,1.0.0,2023/10/25,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/connectedvmware/resource-manager,,0.149,-, -, -, -
orbital/azure-mgmt-orbital,https://pypi.org/pypi/azure-mgmt-orbital,NA,NA,NA,2.0.0,2023/03/20,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/orbital/resource-manager,,0.094,-, -, -, -
networkcloud/azure-mgmt-networkcloud,https://pypi.org/pypi/azure-mgmt-networkcloud,NA,NA,NA,1.0.0,2023/08/21,1.0.0,NA,track2,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/networkcloud/resource-manager,,0.253,-, -, -, -
monitor/azure-mgmt-monitor,https://pypi.org/pypi/azure-mgmt-monitor,0.12.0,2020/11/17,NA,6.0.2,2023/08/22,1.0.0,track2_5.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/monitor/resource-manager,True,1.245,-, -, -, -
hardwaresecuritymodules/azure-mgmt-hardwaresecuritymodules,https://pypi.org/pypi/azure-mgmt-hardwaresecuritymodules,NA,NA,NA,1.0.0b1,2024/01/26,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/hardwaresecuritymodules/resource-manager,,0.082,-, -, -, -
testbase/azure-mgmt-testbase,https://pypi.org/pypi/azure-mgmt-testbase,NA,NA,NA,1.0.0b2,2022/11/7,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/testbase/resource-manager,,0.155,-, -, -, -
hanaonazure/azure-mgmt-hanaonazure,https://pypi.org/pypi/azure-mgmt-hanaonazure,0.15.0,2021/03/5,NA,1.1.0b1,2022/11/1,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/hanaonazure/resource-manager,,0.060,-, -, -, -
datalake/azure-mgmt-datalake-store,https://pypi.org/pypi/azure-mgmt-datalake-store,0.5.0,2018/06/14,NA,1.1.0b1,2023/02/16,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/datalake-store/resource-manager,,0.086,-, -, -, -
storage/azure-mgmt-storage,https://pypi.org/pypi/azure-mgmt-storage,11.2.0,2020/08/24,1.0.0,21.2.1,2024/06/27,16.0.0,track2_21.2.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/storage/resource-manager,True,3.037,-, -, -, -
netapp/azure-mgmt-netapp,https://pypi.org/pypi/azure-mgmt-netapp,0.16.0,2021/02/26,NA,13.2.0,2024/08/20,1.0.0,track2_10.1.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/netapp/resource-manager,,0.216,-, -, -, -
agrifood/azure-mgmt-agrifood,https://pypi.org/pypi/azure-mgmt-agrifood,NA,NA,NA,1.0.0b3,2022/12/27,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/agrifood/resource-manager,,0.104,-, -, -, -
automanage/azure-mgmt-automanage,https://pypi.org/pypi/azure-mgmt-automanage,NA,NA,NA,2.0.0b1,2022/12/16,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/automanage/resource-manager,,0.108,-, -, -, -
videoanalyzer/azure-mgmt-videoanalyzer,https://pypi.org/pypi/azure-mgmt-videoanalyzer,NA,NA,NA,1.0.0b4,2022/05/13,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/videoanalyzer/resource-manager,,0.143,-, -, -, -
dashboard/azure-mgmt-dashboard,https://pypi.org/pypi/azure-mgmt-dashboard,NA,NA,NA,1.1.0,2023/11/20,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/dashboard/resource-manager,,0.082,-, -, -, -
network/azure-mgmt-dns,https://pypi.org/pypi/azure-mgmt-dns,3.0.0,2019/06/18,1.0.0,8.1.0,2023/06/14,8.0.0,track2_8.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/dns/resource-manager,True,0.196,-, -, -, -
datadog/azure-mgmt-datadog,https://pypi.org/pypi/azure-mgmt-datadog,NA,NA,NA,2.1.0,2023/10/23,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/datadog/resource-manager,,0.092,-, -, -, -
azurestack/azure-mgmt-azurestack,https://pypi.org/pypi/azure-mgmt-azurestack,0.1.0,2020/01/15,NA,2.0.0b1,2022/11/21,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/azurestack/resource-manager,,0.076,-, -, -, -
storage/azure-mgmt-storageimportexport,https://pypi.org/pypi/azure-mgmt-storageimportexport,0.1.0,2020/04/11,NA,1.0.0b2,2022/11/4,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/storageimportexport/resource-manager,,0.066,-, -, -, -
networkanalytics/azure-mgmt-networkanalytics,https://pypi.org/pypi/azure-mgmt-networkanalytics,NA,NA,NA,1.0.0,2024/01/26,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/networkanalytics/resource-manager,,0.075,-, -, -, -
dataprotection/azure-mgmt-dataprotection,https://pypi.org/pypi/azure-mgmt-dataprotection,NA,NA,NA,1.4.0,2024/07/23,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/dataprotection/resource-manager,,0.201,-, -, -, -
authorization/azure-mgmt-authorization,https://pypi.org/pypi/azure-mgmt-authorization,0.61.0,2020/08/14,NA,4.0.0,2023/07/25,1.0.0,track2_4.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/authorization/resource-manager,True,1.023,-, -, -, -
playwrighttesting/azure-mgmt-playwrighttesting,https://pypi.org/pypi/azure-mgmt-playwrighttesting,NA,NA,NA,1.0.0b2,2024/03/4,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/playwrighttesting/resource-manager,,0.057,-, -, -, -
cdn/azure-mgmt-cdn,https://pypi.org/pypi/azure-mgmt-cdn,7.0.0,2021/02/8,1.0.0,13.1.1,2024/06/12,10.0.0,track2_12.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/cdn/resource-manager,,0.275,-, -, -, -
loadtesting/azure-mgmt-loadtesting,https://pypi.org/pypi/azure-mgmt-loadtesting,NA,NA,NA,1.0.0,2023/02/1,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/loadtestservice/resource-manager,,0.061,-, -, -, -
scvmm/azure-mgmt-scvmm,https://pypi.org/pypi/azure-mgmt-scvmm,NA,NA,NA,1.0.0,2024/06/26,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/scvmm/resource-manager,,0.126,-, -, -, -
maps/azure-mgmt-maps,https://pypi.org/pypi/azure-mgmt-maps,0.2.0,2021/05/11,NA,2.1.0,2023/09/12,1.0.0,track2_2.0.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/maps/resource-manager,,0.065,-, -, -, -
managednetworkfabric/azure-mgmt-managednetworkfabric,https://pypi.org/pypi/azure-mgmt-managednetworkfabric,NA,NA,NA,1.0.0,2023/07/24,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/managednetworkfabric/resource-manager,,0.308,-, -, -, -
keyvault/azure-mgmt-keyvault,https://pypi.org/pypi/azure-mgmt-keyvault,0.40.0,2017/06/7,NA,10.3.1,2024/07/17,1.0.0,track2_10.3.0,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/keyvault/resource-manager,True,0.860,-, -, -, -
machinelearning/azure-mgmt-machinelearningservices,https://pypi.org/pypi/azure-mgmt-machinelearningservices,0.1.0,2019/06/27,NA,2.0.0b2,2023/05/12,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/machinelearningservices/resource-manager,,0.473,-, -, -, -
logz/azure-mgmt-logz,https://pypi.org/pypi/azure-mgmt-logz,NA,NA,NA,1.1.0b1,2022/11/8,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/logz/resource-manager,,0.099,-, -, -, -
attestation/azure-mgmt-attestation,https://pypi.org/pypi/azure-mgmt-attestation,0.3.0,2021/01/29,NA,2.0.0b1,2022/10/31,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/attestation/resource-manager,,0.057,-, -, -, -
apicenter/azure-mgmt-apicenter,https://pypi.org/pypi/azure-mgmt-apicenter,NA,NA,NA,1.0.0,2024/02/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/apicenter/resource-manager,,0.108,-, -, -, -
workloads/azure-mgmt-workloads,https://pypi.org/pypi/azure-mgmt-workloads,NA,NA,NA,1.0.0,2023/04/20,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/workloads/resource-manager,,0.144,-, -, -, -
logic/azure-mgmt-logic,https://pypi.org/pypi/azure-mgmt-logic,4.0.0rc2,2019/01/15,1.0.0,10.1.0b1,2022/11/4,9.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/logic/resource-manager,,0.267,-, -, -, -
notificationhubs/azure-mgmt-notificationhubs,https://pypi.org/pypi/azure-mgmt-notificationhubs,2.1.0,2019/04/30,1.0.0,8.1.0b2,2024/03/21,7.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/notificationhubs/resource-manager,,0.086,-, -, -, -
extendedlocation/azure-mgmt-extendedlocation,https://pypi.org/pypi/azure-mgmt-extendedlocation,NA,NA,NA,1.2.0b1,2023/02/14,1.0.0,track2_1.0.0b2,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/extendedlocation/resource-manager,True,0.127,-, -, -, -
kubernetesconfiguration/azure-mgmt-kubernetesconfiguration,https://pypi.org/pypi/azure-mgmt-kubernetesconfiguration,0.3.0,2021/02/23,NA,3.1.0,2023/09/22,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/kubernetesconfiguration/resource-manager,True,0.806,-, -, -, -
servicefabricmanagedclusters/azure-mgmt-servicefabricmanagedclusters,https://pypi.org/pypi/azure-mgmt-servicefabricmanagedclusters,NA,NA,NA,2.0.0,2024/07/25,1.0.0,track2_2.0.0b6,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/servicefabricmanagedclusters/resource-manager,,0.192,-, -, -, -
azurestackhci/azure-mgmt-azurestackhci,https://pypi.org/pypi/azure-mgmt-azurestackhci,1.0.0,2020/10/15,1.0.0,8.0.0b4,2024/08/26,6.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/azurestackhci/resource-manager,,0.172,-, -, -, -
resources/azure-mgmt-resource,https://pypi.org/pypi/azure-mgmt-resource,13.0.0,2021/05/13,NA,23.1.1,2024/05/8,15.0.0,track2_23.1.1,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/resources/resource-manager,True,2.461,-, -, -, -
databricks/azure-mgmt-databricks,https://pypi.org/pypi/azure-mgmt-databricks,0.1.0,2019/04/17,NA,2.0.0,2023/06/29,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/databricks/resource-manager,,0.093,-, -, -, -
securityinsight/azure-mgmt-securityinsight,https://pypi.org/pypi/azure-mgmt-securityinsight,NA,NA,NA,2.0.0b2,2022/12/28,1.0.0,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/securityinsights/resource-manager,,0.379,-, -, -, -
springappdiscovery/azure-mgmt-springappdiscovery,https://pypi.org/pypi/azure-mgmt-springappdiscovery,NA,NA,NA,1.0.0b1,2024/01/31,NA,NA,track1,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/offazurespringboot/resource-manager,,0.082,-, -, -, -
dnsresolver/azure-mgmt-dnsresolver,https://pypi.org/pypi/azure-mgmt-dnsresolver,NA,NA,NA,1.1.0b1,2022/12/28,1.0.0,NA,track2,,https:/github.com/Azure/azure-rest-api-specs/tree/main/specification/dnsresolver/resource-manager,,0.095,-, -, -, -
